orderbook_timestamp,book,bid,ask,spread
2024-07-14T05:14:12+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:13+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:14+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:15+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:17+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:18+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:19+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:20+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:21+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:23+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:24+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:26+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:27+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:28+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:29+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:30+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:32+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:33+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:34+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T05:14:35+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
