[2024-07-16T22:56:48.441+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T22:56:48.464+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T03:50:00+00:00 [queued]>
[2024-07-16T22:56:48.473+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T03:50:00+00:00 [queued]>
[2024-07-16T22:56:48.476+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-07-16T22:56:48.489+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): etl_btc_mxn> on 2024-07-14 03:50:00+00:00
[2024-07-16T22:56:48.497+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=22820) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-07-16T22:56:48.498+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'etl_ticker', 'etl_btc_mxn', 'scheduled__2024-07-14T03:50:00+00:00', '--job-id', '127', '--raw', '--subdir', 'DAGS_FOLDER/bid_ask_dag.py', '--cfg-path', '/tmp/tmpzhtqhci2']
[2024-07-16T22:56:48.502+0000] {standard_task_runner.py:63} INFO - Started process 22831 to run task
[2024-07-16T22:56:48.504+0000] {standard_task_runner.py:91} INFO - Job 127: Subtask etl_btc_mxn
[2024-07-16T22:56:48.584+0000] {task_command.py:426} INFO - Running <TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T03:50:00+00:00 [running]> on host 6f712de23803
[2024-07-16T22:56:48.655+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_ticker' AIRFLOW_CTX_TASK_ID='etl_btc_mxn' AIRFLOW_CTX_EXECUTION_DATE='2024-07-14T03:50:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-07-14T03:50:00+00:00'
[2024-07-16T22:56:48.657+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T22:56:48.671+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-16T22:56:48.863+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-16T22:56:48.864+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-07-16T22:56:48.864+0000] {taskinstance.py:2905} ERROR - Task failed with exception
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 465, in _execute_task
    result = _execute_callable(context=context, **execute_callable_kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 432, in _execute_callable
    return execute_callable(context=context, **execute_callable_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/baseoperator.py", line 401, in wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 235, in execute
    return_value = self.execute_callable()
                   ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 252, in execute_callable
    return self.python_callable(*self.op_args, **self.op_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/bid_ask_dag.py", line 58, in etl_spread
    record = trigger_fetch_and_compute(book, debug=False)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/bid_ask_dag.py", line 40, in trigger_fetch_and_compute
    spread_record = compute_spread(data['payload'])
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/spread_functions.py", line 33, in compute_spread
    best_ask = float(data['ask'])
               ^^^^^^^^^^^^^^^^^^
ValueError: could not convert string to float: ''
[2024-07-16T22:56:48.876+0000] {taskinstance.py:1206} INFO - Marking task as UP_FOR_RETRY. dag_id=etl_ticker, task_id=etl_btc_mxn, run_id=scheduled__2024-07-14T03:50:00+00:00, execution_date=20240714T035000, start_date=20240716T225648, end_date=20240716T225648
[2024-07-16T22:56:48.882+0000] {standard_task_runner.py:110} ERROR - Failed to execute job 127 for task etl_btc_mxn (could not convert string to float: ''; 22831)
[2024-07-16T22:56:48.898+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 1
[2024-07-16T22:56:48.911+0000] {taskinstance.py:3503} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-07-16T22:56:48.912+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
[2024-07-18T02:58:23.073+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-18T02:58:23.133+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T03:50:00+00:00 [queued]>
[2024-07-18T02:58:23.141+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T03:50:00+00:00 [queued]>
[2024-07-18T02:58:23.141+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-07-18T02:58:23.156+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): etl_btc_mxn> on 2024-07-14 03:50:00+00:00
[2024-07-18T02:58:23.178+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=4452) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-07-18T02:58:23.176+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'etl_ticker', 'etl_btc_mxn', 'scheduled__2024-07-14T03:50:00+00:00', '--job-id', '2548', '--raw', '--subdir', 'DAGS_FOLDER/bid_ask_dag.py', '--cfg-path', '/tmp/tmp6l2f6gh1']
[2024-07-18T02:58:23.180+0000] {standard_task_runner.py:63} INFO - Started process 4457 to run task
[2024-07-18T02:58:23.180+0000] {standard_task_runner.py:91} INFO - Job 2548: Subtask etl_btc_mxn
[2024-07-18T02:58:23.201+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:195 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2024-07-18T02:58:23.277+0000] {task_command.py:426} INFO - Running <TaskInstance: etl_ticker.etl_btc_mxn scheduled__2024-07-14T03:50:00+00:00 [running]> on host 3a23888a6869
[2024-07-18T02:58:23.378+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_ticker' AIRFLOW_CTX_TASK_ID='etl_btc_mxn' AIRFLOW_CTX_EXECUTION_DATE='2024-07-14T03:50:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-07-14T03:50:00+00:00'
[2024-07-18T02:58:23.379+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-18T02:58:23.395+0000] {logging_mixin.py:188} WARNING -   0%|          | 0/600 [00:00<?, ?it/s]
[2024-07-18T02:58:24.633+0000] {logging_mixin.py:188} WARNING -   0%|          | 1/600 [00:01<12:21,  1.24s/it]
[2024-07-18T02:58:25.789+0000] {logging_mixin.py:188} WARNING -   0%|          | 2/600 [00:02<11:51,  1.19s/it]
[2024-07-18T02:58:26.937+0000] {logging_mixin.py:188} WARNING -   0%|          | 3/600 [00:03<11:38,  1.17s/it]
[2024-07-18T02:58:28.083+0000] {logging_mixin.py:188} WARNING -   1%|          | 4/600 [00:04<11:31,  1.16s/it]
[2024-07-18T02:58:29.258+0000] {logging_mixin.py:188} WARNING -   1%|          | 5/600 [00:05<11:33,  1.17s/it]
[2024-07-18T02:58:30.419+0000] {logging_mixin.py:188} WARNING -   1%|1         | 6/600 [00:07<11:31,  1.16s/it]
[2024-07-18T02:58:31.601+0000] {logging_mixin.py:188} WARNING -   1%|1         | 7/600 [00:08<11:33,  1.17s/it]
[2024-07-18T02:58:32.789+0000] {logging_mixin.py:188} WARNING -   1%|1         | 8/600 [00:09<11:36,  1.18s/it]
[2024-07-18T02:58:33.941+0000] {logging_mixin.py:188} WARNING -   2%|1         | 9/600 [00:10<11:30,  1.17s/it]
[2024-07-18T02:58:35.095+0000] {logging_mixin.py:188} WARNING -   2%|1         | 10/600 [00:11<11:26,  1.16s/it]
[2024-07-18T02:58:36.247+0000] {logging_mixin.py:188} WARNING -   2%|1         | 11/600 [00:12<11:23,  1.16s/it]
[2024-07-18T02:58:37.395+0000] {logging_mixin.py:188} WARNING -   2%|2         | 12/600 [00:13<11:20,  1.16s/it]
[2024-07-18T02:58:38.581+0000] {logging_mixin.py:188} WARNING -   2%|2         | 13/600 [00:15<11:24,  1.17s/it]
[2024-07-18T02:58:39.734+0000] {logging_mixin.py:188} WARNING -   2%|2         | 14/600 [00:16<11:20,  1.16s/it]
[2024-07-18T02:58:40.894+0000] {logging_mixin.py:188} WARNING -   2%|2         | 15/600 [00:17<11:18,  1.16s/it]
[2024-07-18T02:58:42.052+0000] {logging_mixin.py:188} WARNING -   3%|2         | 16/600 [00:18<11:17,  1.16s/it]
[2024-07-18T02:58:43.208+0000] {logging_mixin.py:188} WARNING -   3%|2         | 17/600 [00:19<11:15,  1.16s/it]
[2024-07-18T02:58:44.381+0000] {logging_mixin.py:188} WARNING -   3%|3         | 18/600 [00:20<11:17,  1.16s/it]
[2024-07-18T02:58:45.532+0000] {logging_mixin.py:188} WARNING -   3%|3         | 19/600 [00:22<11:13,  1.16s/it]
[2024-07-18T02:58:46.674+0000] {logging_mixin.py:188} WARNING -   3%|3         | 20/600 [00:23<11:09,  1.15s/it]
[2024-07-18T02:58:47.861+0000] {logging_mixin.py:188} WARNING -   4%|3         | 21/600 [00:24<11:14,  1.16s/it]
[2024-07-18T02:58:49.017+0000] {logging_mixin.py:188} WARNING -   4%|3         | 22/600 [00:25<11:11,  1.16s/it]
[2024-07-18T02:58:50.187+0000] {logging_mixin.py:188} WARNING -   4%|3         | 23/600 [00:26<11:11,  1.16s/it]
[2024-07-18T02:58:51.384+0000] {logging_mixin.py:188} WARNING -   4%|4         | 24/600 [00:27<11:16,  1.17s/it]
[2024-07-18T02:58:52.565+0000] {logging_mixin.py:188} WARNING -   4%|4         | 25/600 [00:29<11:16,  1.18s/it]
[2024-07-18T02:58:53.739+0000] {logging_mixin.py:188} WARNING -   4%|4         | 26/600 [00:30<11:14,  1.18s/it]
[2024-07-18T02:58:54.907+0000] {logging_mixin.py:188} WARNING -   4%|4         | 27/600 [00:31<11:12,  1.17s/it]
[2024-07-18T02:58:56.065+0000] {logging_mixin.py:188} WARNING -   5%|4         | 28/600 [00:32<11:08,  1.17s/it]
[2024-07-18T02:58:57.237+0000] {logging_mixin.py:188} WARNING -   5%|4         | 29/600 [00:33<11:07,  1.17s/it]
[2024-07-18T02:58:58.389+0000] {logging_mixin.py:188} WARNING -   5%|5         | 30/600 [00:34<11:03,  1.16s/it]
[2024-07-18T02:58:59.687+0000] {logging_mixin.py:188} WARNING -   5%|5         | 31/600 [00:36<11:25,  1.20s/it]
[2024-07-18T02:59:00.897+0000] {logging_mixin.py:188} WARNING -   5%|5         | 32/600 [00:37<11:25,  1.21s/it]
[2024-07-18T02:59:02.051+0000] {logging_mixin.py:188} WARNING -   6%|5         | 33/600 [00:38<11:15,  1.19s/it]
[2024-07-18T02:59:03.202+0000] {logging_mixin.py:188} WARNING -   6%|5         | 34/600 [00:39<11:07,  1.18s/it]
[2024-07-18T02:59:04.389+0000] {logging_mixin.py:188} WARNING -   6%|5         | 35/600 [00:40<11:07,  1.18s/it]
[2024-07-18T02:59:05.863+0000] {logging_mixin.py:188} WARNING -   6%|6         | 36/600 [00:42<11:55,  1.27s/it]
[2024-07-18T02:59:07.018+0000] {logging_mixin.py:188} WARNING -   6%|6         | 37/600 [00:43<11:35,  1.23s/it]
[2024-07-18T02:59:08.197+0000] {logging_mixin.py:188} WARNING -   6%|6         | 38/600 [00:44<11:24,  1.22s/it]
[2024-07-18T02:59:09.351+0000] {logging_mixin.py:188} WARNING -   6%|6         | 39/600 [00:45<11:12,  1.20s/it]
[2024-07-18T02:59:10.509+0000] {logging_mixin.py:188} WARNING -   7%|6         | 40/600 [00:47<11:04,  1.19s/it]
[2024-07-18T02:59:11.671+0000] {logging_mixin.py:188} WARNING -   7%|6         | 41/600 [00:48<10:59,  1.18s/it]
[2024-07-18T02:59:12.819+0000] {logging_mixin.py:188} WARNING -   7%|7         | 42/600 [00:49<10:52,  1.17s/it]
[2024-07-18T02:59:13.982+0000] {logging_mixin.py:188} WARNING -   7%|7         | 43/600 [00:50<10:50,  1.17s/it]
[2024-07-18T02:59:15.141+0000] {logging_mixin.py:188} WARNING -   7%|7         | 44/600 [00:51<10:47,  1.17s/it]
[2024-07-18T02:59:16.294+0000] {logging_mixin.py:188} WARNING -   8%|7         | 45/600 [00:52<10:44,  1.16s/it]
[2024-07-18T02:59:17.459+0000] {logging_mixin.py:188} WARNING -   8%|7         | 46/600 [00:54<10:44,  1.16s/it]
[2024-07-18T02:59:18.623+0000] {logging_mixin.py:188} WARNING -   8%|7         | 47/600 [00:55<10:43,  1.16s/it]
[2024-07-18T02:59:19.781+0000] {logging_mixin.py:188} WARNING -   8%|8         | 48/600 [00:56<10:41,  1.16s/it]
[2024-07-18T02:59:20.960+0000] {logging_mixin.py:188} WARNING -   8%|8         | 49/600 [00:57<10:42,  1.17s/it]
[2024-07-18T02:59:22.102+0000] {logging_mixin.py:188} WARNING -   8%|8         | 50/600 [00:58<10:37,  1.16s/it]
[2024-07-18T02:59:23.280+0000] {logging_mixin.py:188} WARNING -   8%|8         | 51/600 [00:59<10:39,  1.16s/it]
[2024-07-18T02:59:24.453+0000] {logging_mixin.py:188} WARNING -   9%|8         | 52/600 [01:01<10:39,  1.17s/it]
[2024-07-18T02:59:25.629+0000] {logging_mixin.py:188} WARNING -   9%|8         | 53/600 [01:02<10:39,  1.17s/it]
[2024-07-18T02:59:26.864+0000] {logging_mixin.py:188} WARNING -   9%|9         | 54/600 [01:03<10:49,  1.19s/it]
[2024-07-18T02:59:28.022+0000] {logging_mixin.py:188} WARNING -   9%|9         | 55/600 [01:04<10:43,  1.18s/it]
[2024-07-18T02:59:29.199+0000] {logging_mixin.py:188} WARNING -   9%|9         | 56/600 [01:05<10:41,  1.18s/it]
[2024-07-18T02:59:30.364+0000] {logging_mixin.py:188} WARNING -  10%|9         | 57/600 [01:06<10:37,  1.17s/it]
[2024-07-18T02:59:31.521+0000] {logging_mixin.py:188} WARNING -  10%|9         | 58/600 [01:08<10:33,  1.17s/it]
[2024-07-18T02:59:32.666+0000] {logging_mixin.py:188} WARNING -  10%|9         | 59/600 [01:09<10:28,  1.16s/it]
[2024-07-18T02:59:33.822+0000] {logging_mixin.py:188} WARNING -  10%|#         | 60/600 [01:10<10:26,  1.16s/it]
