orderbook_timestamp,book,bid,ask,spread
2024-07-14T04:01:48+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:01:49+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:01:50+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:01:50+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:01:50+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:01:50+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:01:50+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:01:51+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:01:51+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:01:52+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:53+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:54+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:54+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:54+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:55+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:55+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:56+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:56+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:56+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:02:57+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:00+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:01+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:02+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:02+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:02+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:03+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:03+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:04+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:05+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:04:05+00:00,btc_mxn,1023069.98,1023070.02,3.909800820598076e-06
2024-07-14T04:07:21+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:07:21+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:07:21+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:07:22+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:07:22+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:07:23+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:07:23+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:07:23+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:07:24+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:07:24+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:34+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:35+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:35+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:36+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:36+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:36+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:36+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:37+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:37+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:08:38+00:00,usd_mxn,17.6,17.61,0.05678591709254975
2024-07-14T04:09:35+00:00,usd_mxn,17.6,17.61,0.05678591709254975
