orderbook_timestamp,book,bid,ask,spread
2024-07-18T03:00:00+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:00+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:01+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:02+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:04+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:00+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:01+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:02+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:04+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:05+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:06+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:07+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:08+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:10+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:11+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:12+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:13+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:14+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:15+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:17+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:18+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:19+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:20+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:21+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:22+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:00+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:01+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:02+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:03+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:04+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:05+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:07+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:08+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:09+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:10+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:11+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:12+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:14+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:15+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:16+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:17+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:18+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:19+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:21+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:22+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:23+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:24+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:25+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:27+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
2024-07-18T03:00:28+00:00,btc_mxn,1147309.98,1147310.02,3.4864159939309956e-06
